frame;detected_all;matched_all;total_ms_all;detect_ms_all;match_ms_all;detected_0;matched_0;total_ms_0;detect_ms_0;match_ms_0;detected_1;matched_1;total_ms_1;detect_ms_1;match_ms_1;detected_2;matched_2;total_ms_2;detect_ms_2;match_ms_2;detected_3;matched_3;total_ms_3;detect_ms_3;match_ms_3;
118;822;485;62.308;47.974;14.33494;52;15.586;13.608;1.978;242;138;17.069;12.958;4.111;236;142;14.424;10.152;4.272;250;153;15.229;11.256;3.973;
119;830;495;79.218;57.526;21.692100;47;17.387;13.671;3.716;243;135;17.367;12.094;5.273;237;157;20.416;15.09;5.326;250;156;24.048;16.671;7.377;
120;827;494;59.993;44.523;15.4795;47;13.409;11.288;2.121;243;142;14.93;11.131;3.799;239;158;14.724;10.677;4.047;250;147;16.93;11.427;5.503;
121;823;507;66.553;52.542;14.01194;51;14.457;12.514;1.943;243;146;18.789;14.757;4.032;236;162;17.254;13.485;3.769;250;148;16.053;11.786;4.267;
122;829;494;57.345;39.566;17.77995;50;11.685;8.439;3.246;246;150;15.741;10.657;5.084;238;141;14.105;9.827;4.278;250;153;15.814;10.643;5.171;
123;843;498;75.387;56.779;18.608111;57;12.223;9.196;3.027;245;143;22.07;17.517;4.553;237;143;22.556;16.418;6.138;250;155;18.538;13.648;4.89;
124;848;440;61.659;44.996;16.663111;47;10.954;8.583;2.371;243;128;14.324;10.306;4.018;244;127;16.316;11.269;5.047;250;138;20.065;14.838;5.227;
125;853;515;62.05;45.406;16.644115;51;11.669;8.774;2.895;246;152;15.259;10.272;4.987;242;155;19.162;14.89;4.272;250;157;15.96;11.47;4.49;
126;860;508;60.756;45.838;14.918126;64;15.005;12.471;2.534;243;146;14.157;10.182;3.975;241;140;14.685;10.953;3.732;250;158;16.909;12.232;4.677;
127;862;525;61.747;46.368;15.379128;65;15.927;13.277;2.65;243;145;15.276;11.266;4.01;241;155;15.279;11.272;4.007;250;160;15.265;10.553;4.712;
128;870;506;57.251;40.878;16.373132;70;12.229;8.758;3.471;246;137;15.915;11.884;4.031;242;147;13.995;9.72;4.275;250;152;15.112;10.516;4.596;
129;868;520;61.5;44.179;17.321126;71;13.656;10.928;2.728;250;139;15.76;11.383;4.377;242;142;15.923;10.037;5.886;250;168;16.161;11.831;4.33;
130;872;523;67.366;50.606;16.76128;65;10.642;8.089;2.553;250;158;19.03;14.568;4.462;244;146;18.773;13.28;5.493;250;154;18.921;14.669;4.252;
131;866;529;58.791;39.834;18.957124;57;11.334;8.27;3.064;248;160;15.938;10.99;4.948;244;151;16.485;9.957;6.528;250;161;15.034;10.617;4.417;
132;885;512;59.308;41.985;17.323142;65;11.301;7.929;3.372;246;138;16.311;11.581;4.73;247;153;16.92;12.242;4.678;250;156;14.776;10.233;4.543;
133;873;530;61.861;42.127;19.734135;68;11.639;8.976;2.663;246;148;15.498;9.927;5.571;242;147;16.65;9.356;7.294;250;167;18.074;13.868;4.206;
134;853;489;68.003;50.534;17.469116;54;11.202;7.946;3.256;247;147;17.794;12.134;5.66;240;138;19.978;15.465;4.513;250;150;19.029;14.989;4.04;
135;868;503;59.193;43.856;15.337134;58;11.158;8.483;2.675;243;152;13.959;9.968;3.991;241;145;18.301;13.988;4.313;250;148;15.775;11.417;4.358;
136;866;472;68.523;52.866;15.657123;56;14.701;12.187;2.514;248;140;18.555;14.164;4.391;245;136;19.469;14.823;4.646;250;140;15.798;11.692;4.106;
137;867;441;61.857;43.939;17.918129;47;10.607;8.095;2.512;247;137;14.024;9.716;4.308;241;121;15.419;9.861;5.558;250;136;21.807;16.267;5.54;
138;879;466;59.549;42.836;16.713141;61;12.978;10.289;2.689;247;149;14.589;10.488;4.101;241;121;15.791;10.965;4.826;250;135;16.191;11.094;5.097;
139;873;502;71.229;54.821;16.408135;62;16.127;12.8;3.327;250;158;21.115;16.387;4.728;238;123;17.442;13.092;4.35;250;159;16.545;12.542;4.003;
140;860;494;71.329;51.945;19.384124;56;17.206;14.529;2.677;250;153;23;17.417;5.583;236;130;14.89;9.856;5.034;250;155;16.233;10.143;6.09;
141;865;458;54.825;39.143;15.682122;56;10.686;7.847;2.839;250;141;14.342;10.009;4.333;243;121;14.171;10.147;4.024;250;140;15.626;11.14;4.486;
142;854;496;61.611;45.271;16.34120;58;11.585;8.074;3.511;248;169;16.084;11.47;4.614;236;124;19.132;14.974;4.158;250;145;14.81;10.753;4.057;
143;845;499;55.889;41.475;14.414114;55;10.413;8.136;2.277;250;156;16.686;12.489;4.197;231;135;13.729;9.954;3.775;250;153;15.061;10.896;4.165;
144;862;489;61.477;45.864;15.613131;56;15.567;12.475;3.092;250;161;16.037;11.733;4.304;231;123;15.008;11.063;3.945;250;149;14.865;10.593;4.272;
145;840;486;53.092;37.299;15.793117;59;9.988;7.785;2.203;243;148;16.266;11.023;5.243;230;122;12.654;8.759;3.895;250;157;14.184;9.732;4.452;
146;877;483;51.898;37.292;14.606147;55;11.422;8.656;2.766;250;150;14.482;10.611;3.871;230;120;12.419;8.359;4.06;250;158;13.575;9.666;3.909;
147;882;502;57.422;41.556;15.866161;82;10.691;7.669;3.022;250;148;14.803;10.404;4.399;221;125;17.201;13.204;3.997;250;147;14.727;10.279;4.448;
148;887;492;60.379;45.243;15.136159;83;12.224;9.233;2.991;250;147;19.418;15.253;4.165;228;113;14.47;10.383;4.087;250;149;14.267;10.374;3.893;
149;872;519;55.247;39.741;15.506144;86;11.136;8.241;2.895;250;153;15.371;11.062;4.309;228;119;13.88;9.904;3.976;250;161;14.86;10.534;4.326;
150;884;501;59.684;41.655;18.029171;78;12.219;8.442;3.777;250;155;18.383;13.246;5.137;213;118;13.386;9.412;3.974;250;150;15.696;10.555;5.141;
151;897;496;62.039;44.821;17.218165;80;16.461;13.194;3.267;250;140;16.08;11.633;4.447;232;132;13.658;9.564;4.094;250;144;15.84;10.43;5.41;
152;925;507;56.919;38.905;18.014183;79;11.59;7.979;3.611;250;156;15.875;10.812;5.063;242;129;13.189;8.584;4.605;250;143;16.265;11.53;4.735;
153;937;565;60.781;44.027;16.754199;99;17.484;13.592;3.892;250;174;15.979;11.484;4.495;238;136;13.181;8.878;4.303;250;156;14.137;10.073;4.064;
154;946;553;60.031;41.719;18.312199;104;15.101;10.987;4.114;250;158;16.353;11.478;4.875;247;140;14.548;9.24;5.308;250;151;14.029;10.014;4.015;
155;954;558;62.387;45.152;17.235209;111;18.005;14.095;3.91;250;156;16.966;12.167;4.799;245;141;13.676;9.203;4.473;250;150;13.74;9.687;4.053;
156;967;556;64.071;45.043;19.028221;117;17.77;13.617;4.153;250;161;17.223;12.058;5.165;246;133;15.093;9.635;5.458;250;145;13.985;9.733;4.252;
157;968;571;65.463;45.26;20.203224;117;13.089;8.609;4.48;250;164;16.594;11.911;4.683;244;139;14.263;9.48;4.783;250;151;21.517;15.26;6.257;
